,AG_ECO,MVT_DEBIT 2016 (kD),T_I (%),NBR_IMP,D_M_R (jours),R_R_B (%),MVT_CONFIE_CG (kD),ANC_DERN_IMP_J,NBR_JR_DEB,NBR_CPT_CLT,NBR_JOUR_DAUT,SAISIE_ARRET_CPTE,ANC_PREMIER_IMPAY,NBR_REPORT,NBR_REECHL,NBR_CONSOLD,NBRREP+REECHL+CONSOD 2016,IND_REP+REECHL+CONSOD 2016,BOOL_INTERD_CHQ,NBR_PREAVIS_CHQ,NBR_CHQ_REG,MONT_AUT (mD),MONT_UTIL_2016 (mD),Code_ACTIV,S ACTIV,SS ACTIV,DATE_ANC_RELATION_CLIENT_2 (year),LIB_CATP,COD_NAT1_PAYS,BOOL_RES_PERS,CODE_POSTAL,COD_GOUV_GOUV,COD_TRIB_TRIB,COD_SECT_PERS,FJ,COD_ETAT_CLT,COD_GRP_GRP,BCT_2015,BCT_2016,ENCOURS_2016,ENCOURS/ENG_2016 (%),IMP/ENG_2015 (%),IMP/ENG_2016 (%),DEB_UIB_2016 (kD),DEB/ENG_2016 (%),IMP_PR_2015,IMP_INT_2015,IMP_PR_2016,IMP_INT_2016,UIB / BCT2015 (%),UIB / BCT2016 (%),Croi_BCT,Croi_UIB,MVT_CREDIT_Binned,R_couverture_interets,R_liquidité,R_rotation_comptes_clients,R_marge_brute,R_levier_financier
0,1,-0.168080859855017,0,0,0,0,0,0,-0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,-0.0833333333333333,0,-0.158787285447469,-0.553383458646617,7,2,2.24332051661244,5,5,0,-0.676098786102972,0,0,0,6,0,0,-0.179427738986502,-0.152967712300535,0,0,0.00748271809855525,0,-0.0309888480721913,-0.56091995180747,0,0,0,0,-1.30734872144107,0.109644603646381,16.1162235350397,1000.06908534045,0-0.001k,0,,0,0,0
1,1,3.90246351555509,1.83124588002637,1,2.4486867392697,2.17955758876251,66.8699018525182,114.666666666667,0.107438016528926,2,0,0,0,6,0,0,6,1,0,0,1.21428571428571,148818.332,3.20867373503873,-0.553383458646617,7,2,2.94370501823918,5,5,0,0.0241105064880703,0,0,0,6,0,0,2.03045708149672,2.56050166476288,6.24807620617884,0.779633706241221,0,0,0.390360409231611,-0.547243756469193,0,0,0,0,-0.0427095920430093,-0.129079236641064,0.355865402934509,0.0393714547496236,3k-7k,17.9985601151908,0.394809830871012,81.6666666666667,0.47914388836672,-1.00162119285026
2,1,42.6495285909057,6.30520764667106,22,4.79948750800769,2.18075788543961,362.354869529612,10,1.96694214876033,1,88,0,0,10,0,0,16,1,0,29,3.54761904761905,0,6.62961231942016,-0.547368421052632,16,6,2.08123829241842,5,5,0,1.69744663038928,0,0,0,6,0,0,20.1921546625874,21.4142654134403,120.255544888701,1.73366854301611,0,0,25.1046017362463,-0.466659650010022,0,0,0,0,0.087758194985317,-0.0256352924405866,0.126990443414871,-0.105855616037303,7k-50k,5.22739153162572,0.340632084686809,2357.734407,0.10252294121562,-1.21329939250605
3,1,4.4178713406358,0,0,0,0,0,0,1.90909090909091,0,0,0,0,0,0,0,10,0,0,5,9.45238095238095,0,5.11623545272128,-0.541353383458647,6,5,-0.148082421374347,5,5,0,0.662704060276266,0,0,0,6,0,0,0.496905696971777,0.706879180032949,0,0,0,0,12.0635889163988,0.457003521825815,0,0,0,0,0.0877600591192192,0.109646683246952,0.422795553741063,0.178137182796481,3k-7k,0,0,0,0.490170401807849,-1
4,1,-0.106064430461591,1.318391562294,1,1.62306213965407,2.26471071151549,1.2211730547318,88,0.826446280991736,0,10,0,0,1,0,0,1,1,0,20,0.154761904761905,0,0.293772688210373,-0.535338345864662,21,6,0.847283841072661,5,5,0,-0.341900376726664,0,0,0,12,0,0,0.152484936124017,0.00323503794948364,0.317292815179694,0.961581908768949,0.174012952132053,0,0.610387287016978,-0.0553076690367129,9,0,0,0,-0.374530818683738,-0.482835898395852,-0.630029803117037,-0.573533620607529,0.1k-0.3k,25,0.384841400533948,12.441708,0.679848956731965,-1.47113433573725
5,1,0.466182472655014,0,0,0,0,0,0,1.21487603305785,0,0,0,0,0,0,0,1,0,0,0,2.10714285714286,0,0.520052675039294,-0.529323308270677,6,5,2.47047224686976,5,5,0,-0.337547090832985,0,0,0,6,0,0,-0.0260996334465784,-0.0256651333447467,0,0,0,0,1.00043881352366,0.457003521825815,0,0,0,0,-0.783259655087204,-0.505322275579984,-0.120096464439711,0.17965217938088,1k-3k,0,0,0,0.622637682543381,-1
6,1,0.1563353370942,0,0,0,0,0,0,1.83471074380165,0,0,0,0,0,0,0,0,0,0,1,1.45238095238095,0,0.712207512822537,-0.523308270676692,1,0,1.2913339248743,5,5,0,-0.675429049811637,0,0,0,6,0,0,-0.0301502793937333,-0.0407420192886097,0,0,0,0,1.62800138512761,0.457003521825815,0,0,0,0,0.0877546448556734,0.10964663374687,-0.223037351322046,-0.243613311288502,1k-3k,0,0,0,0.802218019984246,-1
7,1,6.84055541304124,0.445286750164799,7,1.07725816784113,2.23941389286786,146.204707604879,60,0,0,0,0,0,0,0,0,0,0,0,0,2.35714285714286,848281.369,16.1717374474897,-0.517293233082707,6,5,0.949423247559894,5,5,0,-0.329510255336961,0,0,0,6,0,0,1.95388099296608,2.37970252245021,15.3037606998544,1.91059030959108,0,0,-0.0309888480721913,-0.56091995180747,0,0,0,0,-0.00391261136973445,-0.0490275230439166,0.301839146247992,0.0438008614897488,3k-7k,74.019245003701,0.76818851458396,600.092132,-0.0813874122169477,-1.00070427415355
8,1,0.0252206679181053,0,0,1.19564381806534,2.26471071151549,2.72981524450014,0,-0.0991735537190083,0,0,0,0,0,0,0,0,0,0,1,0.619047619047619,23869.031,0.381321116582442,-0.511278195488722,12,6,0.939958592132505,5,5,0,-0.675429049811637,0,0,0,6,0,0,0.04649017321446,-0.0333064838280846,0.175189885252104,1.91059030959108,0,0,-0.0309888480721913,-0.56091995180747,0,0,0,0,-0.830389099126969,-0.982977285585516,-0.538910749906437,-0.646592913463976,0.3k-0.7k,0,0.197026762658134,6.869558,0.743494345124558,-1.00028643144535
9,1,0.037690363144104,0,0,0,0,0,0,0.586776859504132,0,0,0,0,0,0,0,0,0,0,3,1.86904761904762,0,0.0318176249379915,-0.505263157894737,20,2,4.62092083210096,5,5,0,-0.676768522394307,0,0,0,6,0,0,-0.177968819895365,-0.159594581825972,0,0.508523947801085,0,0.0202189366304813,-0.0309888480721913,0,0,0,0,0,0.0857721981296988,-1.26222819753004,-1.28336220788258,-0.936047950195472,0.1k-0.3k,0,0,0,0.149247317809035,-1
10,1,0.0822962882284503,0,0,0.25624599615631,0,0,0,-0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0.392857142857143,0,-0.158787285447469,-0.487218045112782,20,2,1.41319136350192,5,5,0,1.67166178317288,0,0,0,6,0,0,-0.0168269153408561,-0.0488511311874311,0.701314676203747,1.77537803492482,0,0,-0.0309888480721913,-0.56091995180747,0,0,0,0,0.0877726057140613,0.109662775375044,-0.376335785506507,-0.343723990771516,0.3k-0.7k,0,0.0536011570957799,27.5,0.559668959187782,-1.21260681898103
11,1,0.182740103584174,0,0,0,0,0,0,-0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0.892857142857143,0,-0.158787285447469,-0.505263157894737,20,2,1.25702454895002,5,5,0,-0.676098786102972,1,0,0,6,0,0,0.102993251426469,0.0437132397997607,0,0,0,0,-0.0309888480721913,-0.56091995180747,0,0,0,0,-1.08576870358427,-1.03406092921523,-0.324664379560977,-0.280452041833679,0.3k-0.7k,0,0,0,0.522606670591099,-1
12,1,-0.167797130445775,0,0,0,0,0,0,-0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,-0.0833333333333333,0,-0.158787285447469,-0.481203007518797,20,2,1.12491373360939,5,5,0,0.384763499372122,0,0,0,6,0,0,-0.171970087867693,-0.15309082710509,0,0,0,0,-0.0309888480721913,-0.56091995180747,0,0,0,0,0.0877292763315652,0.109616187408842,-0.121949108959863,-0.177601677354203,0.01-0.03k,0,0,0,0.989250277951137,-1
13,1,3.13685520202032,0,0,0,0,0,0,1.51239669421488,0,15,0,0,0,0,0,0,0,0,0,1.63095238095238,0,1.6514526091839,-0.469172932330827,23,6,1.26924972887706,5,5,0,0.0100460443700293,0,0,0,6,0,0,0.0180755784453286,0.0241458442672564,0,0,0,0,2.53371113988538,0.457003521825815,0,0,0,0,0.0877438675259714,0.10963580260501,-0.044408862740399,-0.126961884739096,3k-7k,0,0,0,0.596382521327021,-1
14,1,2.96716825396369,0,0,0,0,0,0,-0.181818181818182,1,0,0,0,0,0,0,0,0,0,0,1.98809523809524,0,-0.158787285447469,-0.463157894736842,5,6,2.5524992605738,5,5,0,1.67735454164923,0,0,0,5,0,0,1.42646886870479,0.96267357456725,0,0,0,0,-0.0309888480721913,-0.56091995180747,0,0,0,0,0.0877566827434083,0.109642636665932,-0.352675121822298,-0.328274631110205,3k-7k,0,0,0,0.378275963083809,-1
15,1,-0.0674727882540884,0,0,0,0,0,0,0.991735537190083,1,0,0,0,0,0,0,0,0,0,0,0.321428571428572,0,0.206669171548408,-0.457142857142857,0,8,2.5528936212166,5,5,0,0.327835914608623,0,0,0,5,0,0,1.5397196086235,1.86799398645924,0,0,0,0,0.766884141660037,0.457003521825815,0,0,0,0,-1.29616730073896,-1.22355294676053,0.287330981687744,2.67189159432708,0.7k-1k,0,0,0,0.91545271565355,-1
16,1,-0.167713165760298,0,0,0,0,0,0,-0.140495867768595,0,0,0,0,0,0,0,0,0,0,0,-0.0833333333333333,0,-0.137012113406936,-0.451127819548872,6,5,1.25584146702159,5,5,0,1.67400586019255,0,0,0,6,0,0,-0.176106552584915,-0.155994689972411,0,0,0,0,0.0192760109641223,0.457003521825815,0,0,0,0,0.0880862222190638,0.110088109302479,0.160151230313354,0.0067034845629625,0-0.001k,0,0,0,0,-1
17,1,0.205979729155568,0,0,0,0,0,0,0.107438016528926,2,0,0,0,0,0,0,0,0,0,0,0.928571428571429,0,-0.140637277191926,-0.445112781954887,30,2,1.1205757665385,5,5,0,-0.676098786102972,0,0,0,6,0,0,-0.165640953575264,-0.147994098721982,0,0,0,0,-0.0309888480721913,-0.56091995180747,0,0,0,0,0.0874303475886634,0.109715409984506,-0.162795570266513,-0.204066175078198,0.7k-1k,0,0,0,0.707633036511637,-1
